2.000000000000000000e+00,1.400000000000000000e+01,6.594451332092285512e+00,3.330455295938883342e-01,-3.382713089229293923e-01
3.000000000000000000e+00,1.400000000000000000e+01,1.305220623016357351e+01,-4.009165863141081476e-02,5.980198976654001186e-02
3.000000000000000000e+00,1.300000000000000000e+01,4.407189464569091442e+00,-2.258057805582283362e-01,3.084715913155076095e-01
3.000000000000000000e+00,1.400000000000000000e+01,1.453086948394775391e+01,1.881680522826059687e-02,-1.119750059072459752e-01
4.000000000000000000e+00,1.400000000000000000e+01,2.489632530212402273e+01,-1.385266527841536310e-01,4.612994367813769148e-01
5.000000000000000000e+00,1.400000000000000000e+01,3.304738807678222656e+01,-8.142358976360450362e-02,2.848790539164348656e-01
5.000000000000000000e+00,1.300000000000000000e+01,5.588936710357666371e+00,-3.010596383401066903e-02,7.298708118388501365e-02
5.000000000000000000e+00,1.200000000000000000e+01,2.028218293190002353e+00,-1.926678373338909234e-01,4.637780702538929489e-01
5.000000000000000000e+00,1.100000000000000000e+01,1.108296799659729048e+00,-1.692387904731234016e-01,1.920362916642308626e-01
5.000000000000000000e+00,1.000000000000000000e+01,1.102379548549652144e+00,-2.028064212993537785e-01,2.574161533045902228e-01
5.000000000000000000e+00,9.000000000000000000e+00,3.709635972976684570e+00,-6.004102361189483927e-02,-2.390724816869692695e-02
5.000000000000000000e+00,8.000000000000000000e+00,2.738251852989196600e+00,-1.551253810901854005e-02,2.613171015851571966e-01
5.000000000000000000e+00,7.000000000000000000e+00,2.617304563522338867e+00,-4.598465764084724849e-02,2.769241448427302021e-01
5.000000000000000000e+00,6.000000000000000000e+00,2.087508797645568848e+00,-5.764576000561491380e-04,7.498782284851121527e-02
5.000000000000000000e+00,5.000000000000000000e+00,2.543790668249130138e-01,-5.832741064255164004e-02,-3.333442854286349788e-01
5.000000000000000000e+00,4.000000000000000000e+00,8.819355852901936133e-02,3.385419787121816959e-02,-3.008070081313209965e-01
5.000000000000000000e+00,3.000000000000000000e+00,1.826052702963352342e-02,-6.732269777731452950e-04,9.051182295262938382e-02
5.000000000000000000e+00,2.000000000000000000e+00,2.053512763231992583e-02,6.566037610068138630e-02,2.286996823964655423e-01
4.000000000000000000e+00,2.000000000000000000e+00,2.824283465743064880e-01,1.148541728606982670e-01,4.245655654432146653e-01
